BAL,1997,98,162
BAL,1998,79,163
BAL,1999,78,163
BAL,2000,74,162
BAL,2001,63,162
BAL,2002,67,162
BAL,2003,71,162
BAL,2004,78,162
BAL,2005,74,162
BAL,2006,70,162
BAL,2007,69,163
BAL,2008,68,163
BAL,2009,64,163
BAL,2010,66,162
BAL,2011,69,162
BAL,2012,93,162
BAL,2013,85,163
BAL,2014,96,162
BAL,2015,81,162
BAL,2016,89,162
BOS,1969,87,162
BOS,1970,87,162
BOS,1971,85,162
BOS,1972,85,156
BOS,1973,89,162
BOS,1974,84,162
BOS,1975,95,162
BOS,1976,83,162
BOS,1977,97,162
BOS,1978,99,163
BOS,1979,91,162
BOS,1980,83,163
BOS,1981,59,111
BOS,1982,89,162
BOS,1983,78,162
BOS,1984,86,162
BOS,1985,81,162
BOS,1986,95,162
BOS,1987,78,162
BOS,1988,89,162
BOS,1989,83,162
BOS,1990,88,162
BOS,1991,84,162
BOS,1992,73,162
BOS,1993,80,162
BOS,1994,54,117
BOS,1995,86,145
BOS,1996,85,162
BOS,1997,78,162
BOS,1998,92,163
BOS,1999,94,163
BOS,2000,85,162
BOS,2001,82,162
BOS,2002,93,162
BOS,2003,95,162
BOS,2004,98,162
BOS,2005,95,162
BOS,2006,86,162
BOS,2007,96,163
BOS,2008,95,163
BOS,2009,95,163
BOS,2010,89,162
BOS,2011,90,162
BOS,2012,69,162
BOS,2013,97,163
BOS,2014,71,162
BOS,2015,78,162
BOS,2016,93,162
CHC,1969,92,162
CHC,1970,84,162
CHC,1971,83,162
CHC,1972,85,156
CHC,1973,77,162
CHC,1974,66,162
CHC,1975,75,162
CHC,1976,75,162
CHC,1977,81,162
CHC,1978,79,163
CHC,1979,80,162
CHC,1980,64,163
CHC,1981,38,111
CHC,1982,73,162
CHC,1983,71,162
CHC,1984,96,162
CHC,1985,77,162
CHC,1986,70,162
CHC,1987,76,162
CHC,1988,77,162
CHC,1989,93,162
CHC,1990,77,162
CHC,1991,77,162
CHC,1992,78,162
CHC,1993,84,162
CHC,1994,49,117
CHC,1995,73,145
CHC,1996,76,162
CHC,1997,68,162
CHC,1998,90,163
CHC,1999,67,163
CHC,2000,65,162
CHC,2001,88,162
CHC,2002,67,162
CHC,2003,88,162
CHC,2004,89,162
CHC,2005,79,162
CHC,2006,66,162
CHC,2007,85,163
CHC,2008,97,163
CHC,2009,83,163
CHC,2010,75,162
CHC,2011,71,162
CHC,2012,61,162
CHC,2013,66,163
CHC,2014,73,162
CHC,2015,97,162
CHC,2016,103,162
CHW,1969,68,162
CHW,1970,56,162
CHW,1971,79,162
CHW,1972,87,156
CHW,1973,77,162
CHW,1974,80,162
CHW,1975,75,162
CHW,1976,64,162
CHW,1977,90,162
CHW,1978,71,163
CHW,1979,73,162
CHW,1980,70,163
CHW,1981,54,111
CHW,1982,87,162
CHW,1983,99,162
CHW,1984,74,162
CHW,1985,85,162
CHW,1986,72,162
CHW,1987,77,162
CHW,1988,71,162
CHW,1989,69,162
CHW,1990,94,162
CHW,1991,87,162
CHW,1992,86,162
CHW,1993,94,162
CHW,1994,67,117
CHW,1995,68,145
CHW,1996,85,162
CHW,1997,80,162
CHW,1998,80,163
CHW,1999,75,163
CHW,2000,95,162
CHW,2001,83,162
CHW,2002,81,162
CHW,2003,86,162
CHW,2004,83,162
CHW,2005,99,162
CHW,2006,90,162
CHW,2007,72,163
CHW,2008,89,163
CHW,2009,79,163
CHW,2010,88,162
CHW,2011,79,162
CHW,2012,85,162
CHW,2013,63,163
CHW,2014,73,162
CHW,2015,76,162
CHW,2016,78,162
CIN,1969,89,162
CIN,1970,102,162
CIN,1971,79,162
CIN,1972,95,156
CIN,1973,99,162
CIN,1974,98,162
CIN,1975,108,162
CIN,1976,102,162
CIN,1977,88,162
CIN,1978,92,163
CIN,1979,90,162
CIN,1980,89,163
CIN,1981,66,111
CIN,1982,61,162
CIN,1983,74,162
CIN,1984,70,162
CIN,1985,89,162
CIN,1986,86,162
CIN,1987,84,162
CIN,1988,87,162
CIN,1989,75,162
CIN,1990,91,162
CIN,1991,74,162
CIN,1992,90,162
CIN,1993,73,162
CIN,1994,66,117
CIN,1995,85,145
CIN,1996,81,162
CIN,1997,76,162
CIN,1998,77,163
CIN,1999,96,163
CIN,2000,85,162
CIN,2001,66,162
CIN,2002,78,162
CIN,2003,69,162
CIN,2004,76,162
CIN,2005,73,162
CIN,2006,80,162
CIN,2007,72,163
CIN,2008,74,163
CIN,2009,78,163
CIN,2010,91,162
CIN,2011,79,162
CIN,2012,97,162
CIN,2013,90,163
CIN,2014,76,162
CIN,2015,64,162
CIN,2016,68,162
CLE,1969,62,162
CLE,1970,76,162
CLE,1971,60,162
CLE,1972,72,156
CLE,1973,71,162
CLE,1974,77,162
CLE,1975,79,162
CLE,1976,81,162
CLE,1977,71,162
CLE,1978,69,163
CLE,1979,81,162
CLE,1980,79,163
CLE,1981,52,111
CLE,1982,78,162
CLE,1983,70,162
CLE,1984,75,162
CLE,1985,60,162
CLE,1986,84,162
CLE,1987,61,162
CLE,1988,78,162
CLE,1989,73,162
CLE,1990,77,162
CLE,1991,57,162
CLE,1992,76,162
CLE,1993,76,162
CLE,1994,66,117
CLE,1995,100,145
CLE,1996,99,162
CLE,1997,86,162
CLE,1998,89,163
CLE,1999,97,163
CLE,2000,90,162
CLE,2001,91,162
CLE,2002,74,162
CLE,2003,68,162
CLE,2004,80,162
CLE,2005,93,162
CLE,2006,78,162
CLE,2007,96,163
CLE,2008,81,163
CLE,2009,65,163
CLE,2010,69,162
CLE,2011,80,162
CLE,2012,68,162
CLE,2013,92,163
CLE,2014,85,162
CLE,2015,81,162
CLE,2016,94,162
COL,1993,67,162
COL,1994,53,117
COL,1995,77,145
COL,1996,83,162
COL,1997,83,162
COL,1998,77,163
COL,1999,72,163
COL,2000,82,162
COL,2001,73,162
COL,2002,73,162
COL,2003,74,162
COL,2004,68,162
COL,2005,67,162
COL,2006,76,162
COL,2007,90,163
COL,2008,74,163
COL,2009,92,163
COL,2010,83,162
COL,2011,73,162
COL,2012,64,162
COL,2013,74,163
COL,2014,66,162
COL,2015,68,162
COL,2016,75,162
DET,1969,90,162
DET,1970,79,162
DET,1971,91,162
DET,1972,86,156
DET,1973,85,162
DET,1974,72,162
DET,1975,57,162
DET,1976,74,162
DET,1977,74,162
DET,1978,86,163
DET,1979,85,162
DET,1980,84,163
DET,1981,60,111
DET,1982,83,162
DET,1983,92,162
DET,1984,104,162
DET,1985,84,162
DET,1986,87,162
DET,1987,98,162
DET,1988,88,162
DET,1989,59,162
DET,1990,79,162
DET,1991,84,162
DET,1992,75,162
DET,1993,85,162
DET,1994,53,117
DET,1995,60,145
DET,1996,53,162
DET,1997,79,162
DET,1998,65,163
DET,1999,69,163
DET,2000,79,162
DET,2001,66,162
DET,2002,55,162
DET,2003,43,162
DET,2004,72,162
DET,2005,71,162
DET,2006,95,162
DET,2007,88,163
DET,2008,74,163
DET,2009,86,163
DET,2010,81,162
DET,2011,95,162
DET,2012,88,162
DET,2013,93,163
DET,2014,90,162
DET,2015,74,162
DET,2016,86,162
FLA,1993,64,162
FLA,1994,51,117
FLA,1995,67,145
FLA,1996,80,162
FLA,1997,92,162
FLA,1998,54,163
FLA,1999,64,163
FLA,2000,79,162
FLA,2001,76,162
FLA,2002,79,162
FLA,2003,91,162
FLA,2004,83,162
FLA,2005,83,162
FLA,2006,78,162
FLA,2007,71,163
FLA,2008,84,163
FLA,2009,87,163
FLA,2010,80,162
FLA,2011,72,162
FLA,2012,69,162
FLA,2013,62,163
FLA,2014,77,162
FLA,2015,71,162
FLA,2016,79,162
HOU,1969,81,162
HOU,1970,79,162
HOU,1971,79,162
HOU,1972,84,156
HOU,1973,82,162
HOU,1974,81,162
HOU,1975,64,162
HOU,1976,80,162
HOU,1977,81,162
HOU,1978,74,163
HOU,1979,89,162
HOU,1980,93,163
HOU,1981,61,111
HOU,1982,77,162
HOU,1983,85,162
HOU,1984,80,162
HOU,1985,83,162
HOU,1986,96,162
HOU,1987,76,162
HOU,1988,82,162
HOU,1989,86,162
HOU,1990,75,162
HOU,1991,65,162
HOU,1992,81,162
HOU,1993,85,162
HOU,1994,66,117
HOU,1995,76,145
HOU,1996,82,162
HOU,1997,84,162
HOU,1998,102,163
HOU,1999,97,163
HOU,2000,72,162
HOU,2001,93,162
HOU,2002,84,162
HOU,2003,87,162
HOU,2004,92,162
HOU,2005,89,162
HOU,2006,82,162
HOU,2007,73,163
HOU,2008,86,163
HOU,2009,74,163
HOU,2010,76,162
HOU,2011,56,162
HOU,2012,55,162
HOU,2013,51,163
HOU,2014,70,162
HOU,2015,86,162
HOU,2016,84,162
KCR,1969,69,162
KCR,1970,65,162
KCR,1971,85,162
KCR,1972,76,156
KCR,1973,88,162
KCR,1974,77,162
KCR,1975,91,162
KCR,1976,90,162
KCR,1977,102,162
KCR,1978,92,163
KCR,1979,85,162
KCR,1980,97,163
KCR,1981,50,111
KCR,1982,90,162
KCR,1983,79,162
KCR,1984,84,162
KCR,1985,91,162
KCR,1986,76,162
KCR,1987,83,162
KCR,1988,84,162
KCR,1989,92,162
KCR,1990,75,162
KCR,1991,82,162
KCR,1992,72,162
KCR,1993,84,162
KCR,1994,64,117
KCR,1995,70,145
KCR,1996,75,162
KCR,1997,67,162
KCR,1998,72,163
KCR,1999,64,163
KCR,2000,77,162
KCR,2001,65,162
KCR,2002,62,162
KCR,2003,83,162
KCR,2004,58,162
KCR,2005,56,162
KCR,2006,62,162
KCR,2007,69,163
KCR,2008,75,163
KCR,2009,65,163
KCR,2010,67,162
KCR,2011,71,162
KCR,2012,72,162
KCR,2013,86,163
KCR,2014,89,162
KCR,2015,95,162
KCR,2016,81,162
LAA,1969,71,162
LAA,1970,86,162
LAA,1971,76,162
LAA,1972,75,156
LAA,1973,79,162
LAA,1974,68,162
LAA,1975,72,162
LAA,1976,76,162
LAA,1977,74,162
LAA,1978,87,163
LAA,1979,88,162
LAA,1980,65,163
LAA,1981,51,111
LAA,1982,93,162
LAA,1983,70,162
LAA,1984,81,162
LAA,1985,90,162
LAA,1986,92,162
LAA,1987,75,162
LAA,1988,75,162
LAA,1989,91,162
LAA,1990,80,162
LAA,1991,81,162
LAA,1992,72,162
LAA,1993,71,162
LAA,1994,47,117
LAA,1995,78,145
LAA,1996,70,162
LAA,1997,84,162
LAA,1998,85,163
LAA,1999,70,163
LAA,2000,82,162
LAA,2001,75,162
LAA,2002,99,162
LAA,2003,77,162
LAA,2004,92,162
LAA,2005,95,162
LAA,2006,89,162
LAA,2007,94,163
LAA,2008,100,163
LAA,2009,97,163
LAA,2010,80,162
LAA,2011,86,162
LAA,2012,89,162
LAA,2013,78,163
LAA,2014,98,162
LAA,2015,85,162
LAA,2016,74,162
LAD,1969,85,162
LAD,1970,87,162
LAD,1971,89,162
LAD,1972,85,156
LAD,1973,95,162
LAD,1974,102,162
LAD,1975,88,162
LAD,1976,92,162
LAD,1977,98,162
LAD,1978,95,163
LAD,1979,79,162
LAD,1980,92,163
LAD,1981,63,111
LAD,1982,88,162
LAD,1983,91,162
LAD,1984,79,162
LAD,1985,95,162
LAD,1986,73,162
LAD,1987,73,162
LAD,1988,94,162
LAD,1989,77,162
LAD,1990,86,162
LAD,1991,93,162
LAD,1992,63,162
LAD,1993,81,162
LAD,1994,58,117
LAD,1995,78,145
LAD,1996,90,162
LAD,1997,88,162
LAD,1998,83,163
LAD,1999,77,163
LAD,2000,86,162
LAD,2001,86,162
LAD,2002,92,162
LAD,2003,85,162
LAD,2004,93,162
LAD,2005,71,162
LAD,2006,88,162
LAD,2007,82,163
LAD,2008,84,163
LAD,2009,95,163
LAD,2010,80,162
LAD,2011,82,162
LAD,2012,86,162
LAD,2013,92,163
LAD,2014,94,162
LAD,2015,92,162
LAD,2016,91,162
SEP,1969,64,162
MIL,1970,65,162
MIL,1971,69,162
MIL,1972,65,156
MIL,1973,74,162
MIL,1974,76,162
MIL,1975,68,162
MIL,1976,66,162
MIL,1977,67,162
MIL,1978,93,163
MIL,1979,95,162
MIL,1980,86,163
MIL,1981,62,111
MIL,1982,95,162
MIL,1983,87,162
MIL,1984,67,162
MIL,1985,71,162
MIL,1986,77,162
MIL,1987,91,162
MIL,1988,87,162
MIL,1989,81,162
MIL,1990,74,162
MIL,1991,83,162
MIL,1992,92,162
MIL,1993,69,162
MIL,1994,53,117
MIL,1995,65,145
MIL,1996,80,162
MIL,1997,78,162
MIL,1998,74,163
MIL,1999,74,163
MIL,2000,73,162
MIL,2001,68,162
MIL,2002,56,162
MIL,2003,68,162
MIL,2004,67,162
MIL,2005,81,162
MIL,2006,75,162
MIL,2007,83,163
MIL,2008,90,163
MIL,2009,80,163
MIL,2010,77,162
MIL,2011,96,162
MIL,2012,83,162
MIL,2013,74,163
MIL,2014,82,162
MIL,2015,68,162
MIL,2016,73,162
MIN,1969,97,162
MIN,1970,98,162
MIN,1971,74,162
MIN,1972,77,156
MIN,1973,81,162
MIN,1974,82,162
MIN,1975,76,162
MIN,1976,85,162
MIN,1977,84,162
MIN,1978,73,163
MIN,1979,82,162
MIN,1980,77,163
MIN,1981,41,111
MIN,1982,60,162
MIN,1983,70,162
MIN,1984,81,162
MIN,1985,77,162
MIN,1986,71,162
MIN,1987,85,162
MIN,1988,91,162
MIN,1989,80,162
MIN,1990,74,162
MIN,1991,95,162
MIN,1992,90,162
MIN,1993,71,162
MIN,1994,53,117
MIN,1995,56,145
MIN,1996,78,162
MIN,1997,68,162
MIN,1998,70,163
MIN,1999,63,163
MIN,2000,69,162
MIN,2001,85,162
MIN,2002,94,162
MIN,2003,90,162
MIN,2004,92,162
MIN,2005,83,162
MIN,2006,96,162
MIN,2007,79,163
MIN,2008,88,163
MIN,2009,87,163
MIN,2010,94,162
MIN,2011,63,162
MIN,2012,66,162
MIN,2013,66,163
MIN,2014,70,162
MIN,2015,83,162
MIN,2016,59,162
MTL,1969,52,162
MTL,1970,73,162
MTL,1971,71,162
MTL,1972,70,156
MTL,1973,79,162
MTL,1974,79,162
MTL,1975,75,162
MTL,1976,55,162
MTL,1977,75,162
MTL,1978,76,163
MTL,1979,95,162
MTL,1980,90,163
MTL,1981,60,111
MTL,1982,86,162
MTL,1983,82,162
MTL,1984,78,162
MTL,1985,84,162
MTL,1986,78,162
MTL,1987,91,162
MTL,1988,81,162
MTL,1989,81,162
MTL,1990,85,162
MTL,1991,71,162
MTL,1992,87,162
MTL,1993,94,162
MTL,1994,74,117
MTL,1995,66,145
MTL,1996,88,162
MTL,1997,78,162
MTL,1998,65,163
MTL,1999,68,163
MTL,2000,67,162
MTL,2001,68,162
MTL,2002,83,162
MTL,2003,83,162
MTL,2004,67,162
NYM,1969,100,162
NYM,1970,83,162
NYM,1971,83,162
NYM,1972,83,156
NYM,1973,82,162
NYM,1974,71,162
NYM,1975,82,162
NYM,1976,86,162
NYM,1977,64,162
NYM,1978,66,163
NYM,1979,63,162
NYM,1980,67,163
NYM,1981,41,111
NYM,1982,65,162
NYM,1983,68,162
NYM,1984,90,162
NYM,1985,98,162
NYM,1986,108,162
NYM,1987,92,162
NYM,1988,100,162
NYM,1989,87,162
NYM,1990,91,162
NYM,1991,77,162
NYM,1992,72,162
NYM,1993,59,162
NYM,1994,55,117
NYM,1995,69,145
NYM,1996,71,162
NYM,1997,88,162
NYM,1998,88,163
NYM,1999,97,163
NYM,2000,94,162
NYM,2001,82,162
NYM,2002,75,162
NYM,2003,66,162
NYM,2004,71,162
NYM,2005,83,162
NYM,2006,97,162
NYM,2007,88,163
NYM,2008,89,163
NYM,2009,70,163
NYM,2010,79,162
NYM,2011,77,162
NYM,2012,74,162
NYM,2013,74,163
NYM,2014,79,162
NYM,2015,90,162
NYM,2016,87,162
NYY,1969,80,162
NYY,1970,93,162
NYY,1971,82,162
NYY,1972,79,156
NYY,1973,80,162
NYY,1974,89,162
NYY,1975,83,162
NYY,1976,97,162
NYY,1977,100,162
NYY,1978,100,163
NYY,1979,89,162
NYY,1980,103,163
NYY,1981,59,111
NYY,1982,79,162
NYY,1983,91,162
NYY,1984,87,162
NYY,1985,97,162
NYY,1986,90,162
NYY,1987,89,162
NYY,1988,85,162
NYY,1989,74,162
NYY,1990,67,162
NYY,1991,71,162
NYY,1992,76,162
NYY,1993,88,162
NYY,1994,70,117
NYY,1995,79,145
NYY,1996,92,162
NYY,1997,96,162
NYY,1998,114,163
NYY,1999,98,163
NYY,2000,87,162
NYY,2001,95,162
NYY,2002,103,162
NYY,2003,101,162
NYY,2004,101,162
NYY,2005,95,162
NYY,2006,97,162
NYY,2007,94,163
NYY,2008,89,163
NYY,2009,103,163
NYY,2010,95,162
NYY,2011,97,162
NYY,2012,95,162
NYY,2013,85,163
NYY,2014,84,162
NYY,2015,87,162
NYY,2016,84,162
OAK,1969,88,162
OAK,1970,89,162
OAK,1971,101,162
OAK,1972,93,156
OAK,1973,94,162
OAK,1974,90,162
OAK,1975,98,162
OAK,1976,87,162
OAK,1977,63,162
OAK,1978,69,163
OAK,1979,54,162
OAK,1980,83,163
OAK,1981,64,111
OAK,1982,68,162
OAK,1983,74,162
OAK,1984,77,162
OAK,1985,77,162
OAK,1986,76,162
OAK,1987,81,162
OAK,1988,104,162
OAK,1989,99,162
OAK,1990,103,162
OAK,1991,84,162
OAK,1992,96,162
OAK,1993,68,162
OAK,1994,51,117
OAK,1995,67,145
OAK,1996,78,162
OAK,1997,65,162
OAK,1998,74,163
OAK,1999,87,163
OAK,2000,91,162
OAK,2001,102,162
OAK,2002,103,162
OAK,2003,96,162
OAK,2004,91,162
OAK,2005,88,162
OAK,2006,93,162
OAK,2007,76,163
OAK,2008,75,163
OAK,2009,75,163
OAK,2010,81,162
OAK,2011,74,162
OAK,2012,94,162
OAK,2013,96,163
OAK,2014,88,162
OAK,2015,68,162
OAK,2016,69,162
PHI,1969,63,162
PHI,1970,73,162
PHI,1971,67,162
PHI,1972,59,156
PHI,1973,71,162
PHI,1974,80,162
PHI,1975,86,162
PHI,1976,101,162
PHI,1977,101,162
PHI,1978,90,163
PHI,1979,84,162
PHI,1980,91,163
PHI,1981,59,111
PHI,1982,89,162
PHI,1983,90,162
PHI,1984,81,162
PHI,1985,75,162
PHI,1986,86,162
PHI,1987,80,162
PHI,1988,65,162
PHI,1989,67,162
PHI,1990,77,162
PHI,1991,78,162
PHI,1992,70,162
PHI,1993,97,162
PHI,1994,54,117
PHI,1995,69,145
PHI,1996,67,162
PHI,1997,68,162
PHI,1998,75,163
PHI,1999,77,163
PHI,2000,65,162
PHI,2001,86,162
PHI,2002,80,162
PHI,2003,86,162
PHI,2004,86,162
PHI,2005,88,162
PHI,2006,85,162
PHI,2007,89,163
PHI,2008,92,163
PHI,2009,93,163
PHI,2010,97,162
PHI,2011,102,162
PHI,2012,81,162
PHI,2013,73,163
PHI,2014,73,162
PHI,2015,63,162
PHI,2016,71,162
PIT,1969,88,162
PIT,1970,89,162
PIT,1971,97,162
PIT,1972,96,156
PIT,1973,80,162
PIT,1974,88,162
PIT,1975,92,162
PIT,1976,92,162
PIT,1977,96,162
PIT,1978,88,163
PIT,1979,98,162
PIT,1980,83,163
PIT,1981,46,111
PIT,1982,84,162
PIT,1983,84,162
PIT,1984,75,162
PIT,1985,57,162
PIT,1986,64,162
PIT,1987,80,162
PIT,1988,85,162
PIT,1989,74,162
PIT,1990,95,162
PIT,1991,98,162
PIT,1992,96,162
PIT,1993,75,162
PIT,1994,53,117
PIT,1995,58,145
PIT,1996,73,162
PIT,1997,79,162
PIT,1998,69,163
PIT,1999,78,163
PIT,2000,69,162
PIT,2001,62,162
PIT,2002,72,162
PIT,2003,75,162
PIT,2004,72,162
PIT,2005,67,162
PIT,2006,67,162
PIT,2007,68,163
PIT,2008,67,163
PIT,2009,62,163
PIT,2010,57,162
PIT,2011,72,162
PIT,2012,79,162
PIT,2013,94,163
PIT,2014,88,162
PIT,2015,98,162
PIT,2016,78,162
SDP,1969,52,162
SDP,1970,63,162
SDP,1971,61,162
SDP,1972,58,156
SDP,1973,60,162
SDP,1974,60,162
SDP,1975,71,162
SDP,1976,73,162
SDP,1977,69,162
SDP,1978,84,163
SDP,1979,68,162
SDP,1980,73,163
SDP,1981,41,111
SDP,1982,81,162
SDP,1983,81,162
SDP,1984,92,162
SDP,1985,83,162
SDP,1986,74,162
SDP,1987,65,162
SDP,1988,83,162
SDP,1989,89,162
SDP,1990,75,162
SDP,1991,84,162
SDP,1992,82,162
SDP,1993,61,162
SDP,1994,47,117
SDP,1995,70,145
SDP,1996,91,162
SDP,1997,76,162
SDP,1998,98,163
SDP,1999,74,163
SDP,2000,76,162
SDP,2001,79,162
SDP,2002,66,162
SDP,2003,64,162
SDP,2004,87,162
SDP,2005,82,162
SDP,2006,88,162
SDP,2007,89,163
SDP,2008,63,163
SDP,2009,75,163
SDP,2010,90,162
SDP,2011,71,162
SDP,2012,76,162
SDP,2013,76,163
SDP,2014,77,162
SDP,2015,74,162
SDP,2016,68,162
SEA,1977,64,162
SEA,1978,56,163
SEA,1979,67,162
SEA,1980,59,163
SEA,1981,44,111
SEA,1982,76,162
SEA,1983,60,162
SEA,1984,74,162
SEA,1985,74,162
SEA,1986,67,162
SEA,1987,78,162
SEA,1988,68,162
SEA,1989,73,162
SEA,1990,77,162
SEA,1991,83,162
SEA,1992,64,162
SEA,1993,82,162
SEA,1994,49,117
SEA,1995,79,145
SEA,1996,85,162
SEA,1997,90,162
SEA,1998,76,163
SEA,1999,79,163
SEA,2000,91,162
SEA,2001,116,162
SEA,2002,93,162
SEA,2003,93,162
SEA,2004,63,162
SEA,2005,69,162
SEA,2006,78,162
SEA,2007,88,163
SEA,2008,61,163
SEA,2009,85,163
SEA,2010,61,162
SEA,2011,67,162
SEA,2012,75,162
SEA,2013,71,163
SEA,2014,87,162
SEA,2015,76,162
SEA,2016,86,162
SFG,1969,90,162
SFG,1970,86,162
SFG,1971,90,162
SFG,1972,69,156
SFG,1973,88,162
SFG,1974,72,162
SFG,1975,80,162
SFG,1976,74,162
SFG,1977,75,162
SFG,1978,89,163
SFG,1979,71,162
SFG,1980,75,163
SFG,1981,56,111
SFG,1982,87,162
SFG,1983,79,162
SFG,1984,66,162
SFG,1985,62,162
SFG,1986,83,162
SFG,1987,90,162
SFG,1988,83,162
SFG,1989,92,162
SFG,1990,85,162
SFG,1991,75,162
SFG,1992,72,162
SFG,1993,103,162
SFG,1994,55,117
SFG,1995,67,145
SFG,1996,68,162
SFG,1997,90,162
SFG,1998,89,163
SFG,1999,86,163
SFG,2000,97,162
SFG,2001,90,162
SFG,2002,95,162
SFG,2003,100,162
SFG,2004,91,162
SFG,2005,75,162
SFG,2006,76,162
SFG,2007,71,163
SFG,2008,72,163
SFG,2009,88,163
SFG,2010,92,162
SFG,2011,86,162
SFG,2012,94,162
SFG,2013,76,163
SFG,2014,88,162
SFG,2015,84,162
SFG,2016,87,162
STL,1969,87,162
STL,1970,76,162
STL,1971,90,162
STL,1972,75,156
STL,1973,81,162
STL,1974,86,162
STL,1975,82,162
STL,1976,72,162
STL,1977,83,162
STL,1978,69,163
STL,1979,86,162
STL,1980,74,163
STL,1981,59,111
STL,1982,92,162
STL,1983,79,162
STL,1984,84,162
STL,1985,101,162
STL,1986,79,162
STL,1987,95,162
STL,1988,76,162
STL,1989,86,162
STL,1990,70,162
STL,1991,84,162
STL,1992,83,162
STL,1993,87,162
STL,1994,53,117
STL,1995,62,145
STL,1996,88,162
STL,1997,73,162
STL,1998,83,163
STL,1999,75,163
STL,2000,95,162
STL,2001,93,162
STL,2002,97,162
STL,2003,85,162
STL,2004,105,162
STL,2005,100,162
STL,2006,83,162
STL,2007,78,163
STL,2008,86,163
STL,2009,91,163
STL,2010,86,162
STL,2011,90,162
STL,2012,88,162
STL,2013,97,163
STL,2014,90,162
STL,2015,100,162
STL,2016,86,162
TBR,1998,63,163
TBR,1999,69,163
TBR,2000,69,162
TBR,2001,62,162
TBR,2002,55,162
TBR,2003,63,162
TBR,2004,70,162
TBR,2005,67,162
TBR,2006,61,162
TBR,2007,66,163
TBR,2008,97,163
TBR,2009,84,163
TBR,2010,96,162
TBR,2011,91,162
TBR,2012,90,162
TBR,2013,92,163
TBR,2014,77,162
TBR,2015,80,162
TBR,2016,68,162
TEX,1972,54,156
TEX,1973,57,162
TEX,1974,84,162
TEX,1975,79,162
TEX,1976,76,162
TEX,1977,94,162
TEX,1978,87,163
TEX,1979,83,162
TEX,1980,76,163
TEX,1981,57,111
TEX,1982,64,162
TEX,1983,77,162
TEX,1984,69,162
TEX,1985,62,162
TEX,1986,87,162
TEX,1987,75,162
TEX,1988,70,162
TEX,1989,83,162
TEX,1990,83,162
TEX,1991,85,162
TEX,1992,77,162
TEX,1993,86,162
TEX,1994,52,117
TEX,1995,74,145
TEX,1996,90,162
TEX,1997,77,162
TEX,1998,88,163
TEX,1999,95,163
TEX,2000,71,162
TEX,2001,73,162
TEX,2002,72,162
TEX,2003,71,162
TEX,2004,89,162
TEX,2005,79,162
TEX,2006,80,162
TEX,2007,75,163
TEX,2008,79,163
TEX,2009,87,163
TEX,2010,90,162
TEX,2011,96,162
TEX,2012,93,162
TEX,2013,91,163
TEX,2014,67,162
TEX,2015,88,162
TEX,2016,95,162
TOR,1977,54,162
TOR,1978,59,163
TOR,1979,53,162
TOR,1980,67,163
TOR,1981,37,111
TOR,1982,78,162
TOR,1983,89,162
TOR,1984,89,162
TOR,1985,99,162
TOR,1986,86,162
TOR,1987,96,162
TOR,1988,87,162
TOR,1989,89,162
TOR,1990,86,162
TOR,1991,91,162
TOR,1992,96,162
TOR,1993,95,162
TOR,1994,55,117
